student.id,generation,educational.model,level,gender,age,max.degree.parents,father.education.complete,father.education.summary,mother.education.complete,mother.education.summary,parents.exatec,father.exatec,mother.exatec,tec.no.tec,foreign,zone.type,first.generation,school,program,region,PNA,admission.test,online.test,english.evaluation,admission.rubric,general.math.eval,retention,FTE,scholarship.perc,scholarship.type,loan.perc,total.scholarship.loan,school.cost,id.school.origin,socioeconomic.level,social.lag,average.first.period,failed.subject.first.period,dropped.subject.first.period,dropout.semester,physical.education,cultural.diffusion,student.society,total.life.activities,athletic.sports,art.culture,student.society.leadership,life.work.mentoring,wellness.activities
85607,AD16,0,High School,Female,15,No degree,"Attended university, but did not graduate",No degree,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,93,1381,0,0,40,Does not apply,1,1,"0,4",Academic talent,0,"0,4",Low cost,School 2079,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
37740,AD14,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Yes: National,No information,No information,EIC,IMA,RM,"90,05",Does not apply ,0,6,,80,1,"1,25",0,No scholarship,0,0,High cost,School 5326,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
42315,AD15,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EN,LAE,RO,"77,4",1324,0,0,50,28,1,"1,08",0,No scholarship,0,0,Medium cost,School 8231,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
101607,AD20,1,Undergraduate,Female,18,Master degree,Received master degree,Master degree,Graduated from high school,No degree,No,No,No,TEC,Yes: National,Urban,No,EIC,ICT,RCM,"90,11",Does not apply ,0,4,36,48.08388101,1,"0,96",0,Traditional,0,0,Medium cost,School 3160,No information,No information,89,0,0,0,Does not apply,Does not apply,Does not apply,4,1,1,1,0,1
15959,AD17,0,Undergraduate,Female,17,No information,No information,No information,No information,No information,Yes,Yes,No,TEC,Local,No information,No information,EIC,IDS,RCM,"85,16",Does not apply ,0,6,,82,0,"1,08",0,No scholarship,0,0,High cost,School 7351,No information,No information,,,,1,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
6307,AD14,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: Foreigner,No information,No information,EN,LIN,RM,87,1250,0,0,15,72,1,"1,08",0,No scholarship,0,0,Not defined,School 6110,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
70948,AD16,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EIC,IIS,RCS,"92,14",1400,0,6,50,No information,1,"1,08","0,25",Traditional,"0,25","0,5",High cost,School 5283,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
60830,AD20,1,Undergraduate,Female,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EN,NEG,RCS,"83,55",Does not apply ,0,7,36,48.08388101,0,"0,96",0,No scholarship,0,0,Medium high cost,School 3856,No information,Low,97,0,0,2,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
25067,AD15,0,High School,Female,15,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,85,1094,0,0,35,Does not apply,1,1,"0,5",Sports talent,0,"0,5",Medium high cost,School 2164,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
83063,AD17,0,High School,Female,15,Undergraduate degree,Graduated from high school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,98,1406,0,0,40,Does not apply,1,1,"0,4",Traditional,0,"0,4",Low cost,School 4744,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
69079,AD18,0,Undergraduate,M,19,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,TEC,Yes: National,No information,No,EIC,IMT,RM,"84,09",1470,0,7,,75.5,1,"1,08",0,No scholarship,0,0,High cost,School 5314,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,0,0,0,1,0
3850,AD15,0,Undergraduate,M,19,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EIC,IMT,RO,71,1461,0,6,50,84,1,1,0,No scholarship,0,0,High cost,School 5972,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
33259,AD16,0,High School,Female,15,PhD,Received PhD,PhD,Received PhD,PhD,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PTM,RM,88,1311,0,0,10,Does not apply,1,1,0,No scholarship,0,0,Low cost,School 4498,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
96068,AD18,0,Undergraduate,M,11,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No,EIC,ITC,RCM,79,1347,0,6,34,56,1,"1,08",0,No scholarship,0,0,High cost,School 8248,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,3,1,0,0,1,1
77196,AD14,0,High School,Female,15,No information,No information,No information,No information,No information,No,No,No,TEC,Local,No information,Does not apply,High school,PBB,RO,92,1020,0,0,,Does not apply,1,1,"0,4",Traditional,0,"0,399996183",High cost,School 146,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
49810,AD16,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received technical or commercial degree,No degree,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,85,1065,0,0,19,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 3486,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
81447,AD20,1,Undergraduate,Female,18,No degree,Graduated from high school,No degree,Graduated from high school,No degree,No,No,No,TEC,Local,Urban,Yes,EN,NEG,RCS,"84,92",Does not apply ,0,4,36,48.08388101,1,"0,96",0,No scholarship,0,0,Medium cost,School 388,No information,No information,94,0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
3621,AD14,0,Undergraduate,Male,19,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EIC,IMA,RO,81,1326,0,3,22,40,1,1,0,No scholarship,0,0,High cost,School 6233,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
50756,AD18,0,High School,Female,14,Undergraduate degree,Graduated from high school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RM,"87,5",1223,0,0,23,Does not apply,1,1,0,No scholarship,0,0,Low cost,School 33,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,3,1,1,1,0,0
104979,AD20,1,High School,Female,15,Master degree,Received master degree,Master degree,Received technical or commercial degree,No degree,Yes,Yes,No,NO TEC,Local,Rural,Does not apply,High school,PTM,RCS,"90,57",,0,5,44,Does not apply,1,1,0,No scholarship,0,0,High cost,School 3115,No information,Low,"91,16666667",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
47499,AD20,1,High School,Male,14,PhD,Received master degree,Master degree,Received PhD,PhD,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCS,90,1400,0,5,38,Does not apply,1,1,"0,3",Traditional,0,"0,3",Medium cost,School 1046,Level 7,Low,"89,33333333",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
99876,AD18,0,Undergraduate,Male,17,Undergraduate degree,Graduated from elementary or middle school,No degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,No information,No,EIC,IC,RCS,"83,8",Does not apply ,0,6,,74.5,1,"1,08",0,No scholarship,0,0,High cost,School 5319,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,1,0,0,1,0
68701,AD17,0,Undergraduate,Female,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No information,No information,No,No,No information,TEC,Local,No information,No,EHE-EAAD,ARQ,RCS,"97,05",1411,0,6,,99,1,"1,25","0,15",Traditional,"0,15","0,300019578",High cost,School 5324,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
25226,AD14,0,Undergraduate,Male,19,No information,No information,No information,No information,No information,No information,No information,No information,999,Local,No information,No information,EIC,ISD,RCS,86,1193,0,6,28,64,0,"1,08",0,No scholarship,0,0,Medium cost,School 7517,No information,No information,,,,2,0,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
48715,AD18,0,Undergraduate,Female,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No,EIC,IBT,RM,"82,5",1372,0,0,18,56,1,"1,08",0,No scholarship,0,0,High cost,School 5250,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
69946,AD18,0,High School,Male,15,Master degree,Received master degree,Master degree,Received technical or commercial degree,No degree,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PBB,RM,82,1103,0,0,19,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 65,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,4,1,1,1,0,1
61958,AD18,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RCS,82,1217,0,0,34,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 2757,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,0,1,0,0,0
67035,AD16,0,High School,Female,15,No degree,Graduated from high school,No degree,"Attended university, but did not graduate",No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,96,1154,0,0,35,Does not apply,1,1,"0,25",Traditional,0,"0,25",Public,School 1840,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
84978,AD15,0,High School,Female,14,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,Does not apply,High school,PTM,RO,86,1176,0,0,25,Does not apply,1,1,0,No scholarship,0,0,High cost,School 797,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
82917,AD16,0,High School,Female,15,Master degree,Received master degree,Master degree,Received master degree,Master degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,92,1158,0,0,46,Does not apply,1,1,"0,4",Leadership talent,0,"0,4",Medium high cost,School 1071,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
58400,AD14,0,High School,Male,17,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTB,RCS,76,1202,0,0,,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 994,No information,No information,,,,0,0,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
73522,AD17,0,High School,M,15,No degree,Graduated from high school,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,99,1182,0,0,32,Does not apply,1,1,"0,4",Traditional,0,"0,4",Public,School 751,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
6461,AD14,0,Undergraduate,Female,20,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,No information,EHE-EAAD,ARQ,RM,89,1447,0,0,13,52,1,1,0,No scholarship,0,0,Medium cost,School 5292,No information,No information,,,,0,0,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
96178,AD18,0,Undergraduate,Female,17,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,No,EMCS,LBC,RCM,97,1437,0,5,36,No information,1,"1,08","0,55",Traditional,"0,25","0,799996513",Public,School 6661,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,3,0,1,0,1,1
5434,AD14,0,Undergraduate,Male,17,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EN,LAF,RO,"91,26",Does not apply ,0,6,,85,1,"1,08","0,25",Traditional,"0,25","0,499994674",High cost,School 5315,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
29596,AD19,1,High School,Male,16,No degree,Graduated from elementary or middle school,No degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RM,82,1130,0,6,24,Does not apply,1,1,0,No scholarship,0,0,High cost,School 2649,No information,Low,"77,66666667",1,0,0,Does not apply,Does not apply,Does not apply,2,1,1,0,0,0
21695,AD20,1,Undergraduate,Male,19,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,999,Local,Urban,No,EN,NEG,RCM,"81,87",1250,0,6,46,30.5,1,1,0,No scholarship,0,0,High cost,School 5716,No information,No information,"90,33333333",0,0,0,Does not apply,Does not apply,Does not apply,2,0,0,1,1,0
5042,AD19,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No information,No information,Yes,Yes,No information,NO TEC,Local,Urban,Does not apply,High school,PTM,RO,83,1270,0,6,36,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 687,Level 7,Low,86,0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
