Solicitud_id,Aprobado,Hit_Buro_Huella,Malo,Num_IQ_U3M_PL_Financieras,Edad_cliente,Porcentaje_cuentas_abiertas,Num_IQ_U3M,Num_IQ_U3M_TDC_Banco,MaxMOP_U3M,Saldo_actual_prest_personales,Num_IQ_U3M_Prest_personales,Ingreso_Bruto,Número_ctas_atraso_prest_personales_U3M,Número_ctas_atraso_TdC_U3M,Ctas_ab_U18M_TDC_Banco,Num_ctas_prest_pers,Flag_prest_nómina,Meses_cta_más_antig,Flag_fraude_prest_nomina,Flag_fraude_hipotecario,Flag_quebranto_prest_personal,Entidad_federativa,Tipo_suscripcion,Status,Antigüedad_uso_linea_celular,Gasto_mensual_telefonia,Actividad_usuario,Cambio_SIM_U3M,Variable_37,Gasto_ultimos_60_días,Score_FPD,Rango_dispositivo,Adopcion_tecno,Score_incumplimiento,Tasa_contactacion,Calidad_telefonica,Score_contabilidad_entrante,Score_contabilidad_saliente,Disciplina_tech,Cluster_sucursales
1993059,1,11,0,0,61,0.3,1,0,2,900,1,5136.25,1,1,0,6,0,127,0,0,0,AGS,PREPAGO,-1,68,7,6,-1,20,7,358,5,-1,596,625,-1,3,3,87,1
1993154,1,11,0,0,67,0.333333333,1,0,9,0,1,3473.37,0,0,0,2,0,70,0,0,0,EM,PREPAGO,-1,50,7,4,-1,20,7,430,5,-1,573,588,-1,3,2,39,1
1993230,1,11,0,0,68,0.073170732,3,0,1,120542,1,29084.8,0,0,1,50,1,199,0,0,0,MOR,PREPAGO,-1,69,-1,2,-1,20,-1,376,-1,-1,596,524,-1,1,0,-2,3
1993287,1,11,1,0,67,0.75,1,0,9,20856,1,4644.71,0,0,0,3,0,194,0,0,0,GTO,PREPAGO,-1,2,2,-1,-1,21,2,253,3,-1,528,293,-1,0,0,-2,1
1993439,1,11,0,1,64,0.147286822,7,0,9,1157657,2,29084.8,5,2,0,75,0,185,0,0,1,MOR,PREPAGO,-1,67,6,4,-1,17,6,510,-1,-1,567,617,-1,2,2,40,3
1993477,1,11,0,0,54,0.714285714,1,0,7,0,1,4295.7,0,0,0,0,0,316,0,0,0,NL,PREPAGO,-1,41,9,6,-1,11,11,408,-1,-1,578,626,-1,3,3,46,1
1993534,1,11,1,4,63,0.3125,12,0,9,302875,5,26851.5,1,0,0,23,1,238,0,0,0,EM,PREPAGO,-1,40,5,5,-1,14,5,492,-1,-1,600,631,-1,2,2,57,3
1993572,1,11,0,0,77,0.5,6,0,2,414671,1,27880.42,1,0,0,2,0,53,0,0,0,EM,PREPAGO,-1,79,6,5,-1,20,6,433,5,-1,657,638,-1,3,3,-2,1
1993591,1,10,0,0,40,0.166666667,5,1,9,0,1,3099.92,0,0,0,5,0,160,0,0,0,JAL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1993724,1,11,1,1,47,0.7,8,2,2,39124,2,6882.63,0,1,1,6,1,125,0,0,0,VER,PREPAGO,-1,44,3,4,-1,19,3,470,5,-1,578,599,-1,3,1,40,3
1994123,1,11,0,0,72,0.351351351,1,0,7,251364,1,5877.08,1,0,0,18,0,136,0,0,0,COA,PREPAGO,-1,64,6,5,-1,21,6,438,5,-1,633,621,-1,3,2,65,1
1994142,1,11,0,0,63,0.454545455,4,1,9,0,1,15318.75,0,1,0,0,0,240,0,0,0,TAM,MIXTO,1,77,-1,6,-1,20,7,433,6,-1,612,676,-1,3,3,-2,1
1994199,1,11,0,1,73,1,3,0,1,0,2,3411.66,0,0,0,0,0,114,0,0,0,CDMX,PREPAGO,-1,53,6,3,-1,17,6,390,6,-1,589,611,-1,2,2,58,3
1994636,1,11,0,0,68,0.375,3,2,1,0,1,4622.63,0,0,0,2,0,243,0,0,0,JAL,PREPAGO,-1,66,6,5,-1,22,6,308,-1,-1,591,626,-1,3,3,58,3
1994864,1,11,0,0,67,0.094339623,6,0,9,171984,1,5804.8,3,0,0,21,0,194,0,0,0,ZAC,PREPAGO,-1,20,3,4,-1,21,3,441,4,-1,536,579,-1,3,2,33,1
1995035,1,10,0,0,46,0.077669903,10,1,9,23230,1,28864.8,2,0,0,47,1,167,0,0,0,GRO,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1995187,1,10,0,0,46,0.444444444,1,0,9,0,1,3619.92,0,0,0,0,0,173,0,0,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1995491,1,11,0,1,67,1,3,0,9,0,2,2066.62,0,0,0,0,0,41,0,0,0,CHI,PREPAGO,-1,75,7,5,-1,21,7,487,-1,-1,591,605,-1,3,3,71,3
1995738,1,11,1,2,35,0.428571429,18,0,1,118053,4,4607.07,0,0,1,4,0,121,0,0,0,CHS,PREPAGO,-1,34,5,5,-1,20,5,501,5,-1,534,597,-1,3,3,44,3
1995795,1,10,1,0,53,0.205128205,11,0,9,324410,1,20525.19,7,1,0,63,1,264,0,0,1,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1995928,1,11,0,0,62,0.117647059,5,0,7,6752,2,4146.39,1,0,0,9,0,113,0,0,0,VER,PREPAGO,-1,63,6,3,-1,20,6,314,1,-1,564,611,-1,3,3,50,3
1996080,1,11,0,0,56,0.625,3,0,9,21450,1,29037.4,2,1,0,29,0,231,0,0,0,OAX,MIXTO,1,80,-1,6,-1,20,7,508,5,-1,588,636,-1,3,3,-2,1
1996194,1,11,0,0,62,0.151515152,3,1,9,152584,1,4386.45,0,0,0,24,0,161,0,0,0,CHI,PREPAGO,-1,44,4,5,-1,20,4,346,4,-1,548,599,-1,3,3,46,3
1996213,1,10,0,1,76,0.161290323,6,0,1,50092,2,4736.48,0,0,0,10,0,253,0,0,0,MOR,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1996232,1,11,0,0,58,0.666666667,7,0,9,377239,1,14100,1,3,0,5,0,198,0,0,0,DGO,MIXTO,1,36,-1,6,-1,20,9,412,4,-1,573,658,-1,3,3,-2,3
1996536,1,11,0,0,42,0.333333333,4,1,9,36695,1,6000,0,1,0,1,0,229,0,0,0,CHI,PREPAGO,-1,33,6,5,-1,20,6,396,-1,-1,556,595,-1,3,3,59,1
1996555,1,11,0,0,61,0.571428571,1,0,9,394129,1,28334.4,0,0,0,6,0,264,0,0,0,BCS,PREPAGO,-1,48,2,3,-1,21,2,445,3,-1,561,580,-1,2,2,28,1
1996631,1,11,0,1,62,0.333333333,4,0,9,10176,2,4607.09,2,0,0,8,0,80,0,0,0,VER,PREPAGO,-1,63,6,5,-1,20,6,395,4,-1,572,610,-1,3,2,72,3
1997125,1,1,0,-1,72,-1,-1,-1,-1,-1,-1,29083.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,CHI,POSPAGO,1,90,-1,6,-1,20,11,474,5,-1,610,663,-1,3,3,-3,3
1997258,1,1,0,-1,59,-1,-1,-1,-1,-1,-1,19873.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,CHI,PREPAGO,-1,57,6,4,-1,20,6,380,5,-1,594,633,-1,2,2,64,3
1997543,1,11,0,0,60,0.074626866,6,2,9,35227,2,4466.44,1,0,0,29,1,263,0,0,0,CHI,PREPAGO,-1,37,-1,-1,-1,20,-1,247,-1,-1,555,511,-1,0,0,-2,3
1997714,1,11,0,1,46,0.333333333,7,1,1,48600,2,3950.91,0,0,0,2,0,233,0,0,0,JAL,PREPAGO,-1,42,8,6,-1,22,10,342,4,-1,543,599,-1,3,3,43,3
1997923,1,11,0,0,80,0.285714286,1,0,9,10034,0,5719.2,1,0,0,9,0,86,0,0,0,QRO,PREPAGO,-1,15,2,2,-1,19,2,359,2,-1,544,494,-1,1,1,-2,1
1998018,1,11,0,0,74,0.555555556,3,0,1,0,1,3947.77,0,0,0,2,1,76,0,0,0,CDMX,POSPAGO,1,75,-1,5,-1,20,10,494,5,-1,627,676,-1,3,3,-3,3
1998075,1,11,0,2,56,0.194444444,7,1,9,48991,3,2545.81,1,0,0,28,0,110,0,0,0,CHI,PREPAGO,-1,62,5,5,-1,20,5,350,4,-1,591,607,-1,3,2,43,3
1998208,1,11,0,0,63,0,2,0,9,15061,1,19659.52,0,1,0,16,0,80,0,0,0,NL,PREPAGO,-1,64,5,4,-1,24,5,413,4,-1,602,608,-1,3,3,33,1
1998322,1,10,0,1,70,0.173913044,6,0,9,33849,2,4894.32,0,0,0,18,0,226,0,0,0,CAM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1998531,1,11,0,1,60,0.225806452,6,1,9,73577,2,5136.26,5,0,0,41,0,260,0,0,1,NL,PREPAGO,-1,41,5,4,-1,21,5,361,-1,-1,567,591,-1,3,3,47,1
1998797,1,10,0,0,64,0.642857143,1,0,9,19588,1,5136.26,2,0,0,3,0,344,0,0,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1998816,1,11,0,0,62,0.5,1,0,9,12299,1,4160.21,2,1,0,5,0,361,0,0,0,CHI,PREPAGO,-1,64,2,3,-1,19,2,387,3,-1,581,595,-1,3,2,64,3
1998873,1,1,0,-1,68,-1,-1,-1,-1,-1,-1,3249.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,EM,PREPAGO,-1,43,3,4,-1,21,3,400,3,-1,546,582,-1,3,2,-2,1
1999082,1,0,0,-1,75,-1,-1,-1,-1,-1,-1,14430.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,QR,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1999310,1,10,0,0,71,0.114754098,1,0,9,62067,1,3136.25,0,1,0,46,0,170,0,0,0,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1999443,1,11,0,0,79,0.333333333,0,0,2,10768,0,3758.17,1,0,0,3,0,24,0,0,0,SON,MIXTO,1,42,-1,4,-1,20,7,423,4,-1,581,628,-1,3,2,-2,1
1999500,1,11,0,1,68,0.084745763,6,0,9,319359,2,3444.36,5,0,0,88,0,216,0,0,1,GRO,PREPAGO,-1,53,6,5,-1,20,6,441,-1,-1,449,600,-1,3,3,40,1
1999728,1,10,0,0,71,0.222222222,1,0,9,8622,1,11165.5,0,0,0,8,0,229,0,0,0,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
1999785,1,11,1,0,62,0.636363636,15,1,9,200361,1,6522.17,1,0,0,3,1,239,0,0,0,EM,PREPAGO,-1,44,7,6,-1,22,7,510,9,-1,581,641,-1,3,3,50,3
2000298,1,11,0,0,72,0.055555556,1,0,1,0,1,11941.55,0,0,0,8,0,198,0,0,0,SIN,PREPAGO,-1,50,-1,2,-1,20,-1,407,4,-1,567,614,-1,2,0,-2,1
2000336,1,11,0,1,59,0.16,7,0,7,79313,2,6673.39,2,0,0,24,0,157,0,0,0,MICH,PREPAGO,-1,71,6,5,-1,20,6,374,5,-1,611,642,-1,3,3,90,3
2000469,1,10,0,0,57,0,2,0,0,0,1,4146.39,0,0,0,0,0,239,0,0,0,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2000488,1,11,1,3,46,0.647058824,48,5,6,90546,6,4719.81,7,1,1,11,0,106,0,0,0,JAL,PREPAGO,-1,78,4,4,-1,23,4,473,-1,-1,602,617,-1,3,3,25,3
2000735,1,11,0,0,65,0,4,0,0,0,1,9003.1,0,0,0,2,0,185,0,0,0,MICH,PREPAGO,-1,58,6,5,-1,20,6,498,-1,-1,597,618,-1,3,3,90,1
2000906,1,1,0,-1,79,-1,-1,-1,-1,-1,-1,3242.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,QRO,MIXTO,1,50,-1,3,-1,20,7,551,1,-1,585,634,-1,2,1,-2,1
2000963,1,11,0,0,60,0.142857143,1,0,1,0,1,15030.1,0,0,0,1,0,232,0,0,0,CAM,POSPAGO,1,75,-1,6,-1,20,9,564,9,-1,667,688,-1,3,3,-3,1
2001020,1,11,0,0,71,0.25,1,0,1,0,1,3181.45,0,0,1,2,0,115,0,0,0,EM,PREPAGO,-1,30,5,6,-1,22,5,426,4,-1,563,584,-1,3,3,56,3
2001267,1,11,0,0,59,0.264705882,2,0,9,534172,1,28538.5,3,2,0,27,0,249,0,0,0,NL,PREPAGO,-1,37,7,5,-1,21,7,388,1,-1,505,607,-1,3,3,51,1
2001286,1,10,0,0,63,0.083333333,5,0,9,82953,1,6939.12,2,1,0,46,0,368,0,0,0,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2001324,1,11,0,0,63,0.259259259,1,0,1,88027,1,4521.59,0,0,0,18,0,185,0,0,0,COA,PREPAGO,-1,68,6,5,-1,21,6,419,3,-1,562,591,-1,2,3,59,1
2001362,1,11,0,0,42,0.333333333,1,0,9,301598,1,11240.5,2,0,0,6,0,133,0,0,0,CHI,PREPAGO,-1,5,2,3,-1,21,2,251,3,-1,556,553,-1,2,2,-2,3
2001457,1,11,1,3,44,0.318181818,10,0,9,23809,4,5535.68,0,0,0,12,0,141,0,0,0,NL,PREPAGO,-1,25,3,4,-1,22,3,387,3,-1,561,550,-1,2,3,21,1
2001628,1,11,0,0,60,0.166666667,2,0,9,17448,1,13109.7,1,0,0,10,0,222,0,0,0,OAX,PREPAGO,-1,65,8,6,-1,21,8,403,5,-1,588,614,-1,3,2,48,1
2002084,1,11,0,1,54,0.461538462,9,2,3,50553,2,9001.93,0,0,1,3,0,202,0,0,0,JAL,PREPAGO,-1,70,6,5,-1,19,6,468,8,-1,610,622,-1,3,3,41,3
2002122,1,11,0,2,62,0.414634146,9,0,9,466914,3,26937.4,0,0,0,19,0,320,0,0,0,COA,POSPAGO,1,88,-1,5,-1,20,11,762,9,-1,623,672,-1,3,3,-3,1
2002141,1,10,0,0,61,1,16,1,9,0,3,5583.1,0,1,3,0,0,114,0,0,0,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2002236,1,11,0,0,64,0.2,1,0,1,0,1,3205.16,0,0,0,0,0,124,0,0,0,OAX,PREPAGO,-1,83,-1,2,-1,20,-1,241,-1,-1,606,546,-1,2,0,-2,3
2002483,1,11,1,0,55,0.12,4,0,7,101053,1,23432.8,3,0,0,19,1,241,0,0,1,CDMX,MIXTO,1,30,-1,6,-1,20,7,556,7,-1,630,646,-1,3,2,-2,3
2002863,1,11,0,0,48,0.625,1,0,9,0,1,3618.58,0,0,0,2,0,219,0,0,0,CHI,PREPAGO,-1,42,6,5,-1,21,6,376,-1,-1,575,607,-1,3,3,57,1
2002882,1,11,0,0,68,0.363636364,1,0,9,58144,1,4138.44,1,0,0,4,0,112,0,0,0,SIN,PREPAGO,-1,34,-1,2,-1,20,-1,362,4,-1,546,545,-1,2,0,-2,1
2002901,1,11,0,1,55,0.231884058,15,0,9,234696,2,16229.5,2,0,0,33,0,131,0,0,0,TAM,POSPAGO,1,89,-1,7,-1,20,11,470,5,-1,625,689,-1,4,3,-3,1
2002920,1,10,0,0,58,0.055555556,1,0,9,6932,1,6419.72,1,0,0,23,0,260,0,0,0,BCN,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2003319,1,10,0,0,65,0.064102564,3,0,9,11880,1,28800.6,0,1,0,28,0,254,0,0,0,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2003376,1,10,1,0,59,1,1,0,9,89975,1,10762,1,3,0,1,0,241,0,0,0,CDMX,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2003395,1,11,1,0,68,0.157894737,1,0,2,12087,1,11654.5,2,0,0,10,0,132,0,0,0,SON,MIXTO,1,40,-1,4,-1,20,7,383,4,-1,570,642,-1,3,2,-2,1
2003794,1,11,0,0,63,1,3,2,0,0,1,2344.71,0,0,0,0,0,0,0,0,0,SON,PREPAGO,-1,64,4,3,-1,21,4,414,-1,-1,594,596,-1,3,2,61,3
2003927,1,11,0,0,61,0,1,0,1,0,1,22178.78,0,0,0,4,0,316,0,0,0,QRO,PREPAGO,-1,43,6,5,-1,20,6,473,4,-1,583,611,-1,3,3,89,3
2003984,1,11,0,0,58,0.5,7,1,9,0,1,25021.2,0,0,1,2,0,66,0,0,0,OAX,PREPAGO,-1,77,6,5,-1,20,6,488,5,-1,659,630,-1,3,1,29,3
2004155,1,10,0,0,62,0.196078431,8,1,9,5377,2,3585.07,1,1,0,26,0,198,0,0,0,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2004193,1,11,0,0,63,0.155555556,6,1,3,135649,1,10346,0,0,0,10,0,248,0,0,0,EM,PREPAGO,-1,42,5,5,-1,18,5,453,6,-1,595,614,-1,3,3,85,3
2004668,1,11,0,0,57,0.5,1,0,9,0,1,17124,0,0,0,0,0,93,0,0,0,OAX,PREPAGO,-1,32,6,5,-1,20,6,480,6,-1,627,600,-1,2,2,87,3
2004744,1,11,0,0,62,0.058823529,1,0,9,0,1,18403.6,0,1,0,0,0,188,0,0,0,VER,POSPAGO,1,82,-1,5,-1,20,7,446,5,-1,634,669,-1,3,3,-3,3
2005105,1,11,0,1,52,0.204081633,6,0,7,117827,2,18795.4,5,0,1,34,0,187,0,0,0,PUE,PREPAGO,-1,73,6,5,-1,20,6,443,5,-1,595,633,-1,3,3,85,3
2005162,1,11,0,0,61,0.138888889,3,2,9,21393,1,4554.7,2,0,0,16,0,227,0,0,0,CHI,PREPAGO,-1,59,4,4,-1,17,4,349,5,-1,547,613,-1,3,1,54,1
2005181,1,11,0,0,48,0.090909091,3,1,9,0,1,13441.22,0,1,0,0,0,192,0,0,0,GTO,PREPAGO,-1,10,4,4,-1,23,4,385,4,-1,552,551,-1,2,2,50,3
2005295,1,11,1,1,50,0.238095238,15,0,9,121088,2,2921.39,2,3,0,9,0,264,0,0,0,NL,PREPAGO,-1,51,9,5,-1,26,10,433,3,-1,528,622,-1,3,2,34,1
2005447,1,11,0,0,54,0.444444444,2,0,9,142775,1,29090.04,0,0,0,1,0,342,0,0,0,SON,MIXTO,1,63,-1,3,-1,20,7,373,8,-1,628,651,-1,1,1,-2,1
2005580,1,11,0,1,68,0.086956522,3,0,3,46511,2,2764.39,0,2,2,9,0,188,0,0,0,EM,PREPAGO,-1,67,7,5,-1,20,7,390,4,-1,559,639,-1,3,2,63,3
2005770,1,11,0,0,72,0.347826087,5,0,7,125898,1,9121,2,0,0,11,0,223,0,0,0,HGO,PREPAGO,-1,65,6,5,-1,20,6,545,5,-1,576,621,-1,3,2,79,1
2005789,1,11,0,0,66,0.428571429,1,0,9,21540,1,4171.71,0,1,0,4,0,56,0,0,0,EM,PREPAGO,-1,55,6,5,-1,20,6,450,3,-1,571,616,-1,3,3,56,3
2006112,1,11,0,0,71,0.25,3,0,9,0,1,5186.1,0,0,0,0,0,72,0,0,0,GRO,PREPAGO,-1,80,6,6,-1,20,6,440,4,-1,574,626,-1,3,3,100,1
2006321,1,0,0,-1,49,-1,-1,-1,-1,-1,-1,2944.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,GTO,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2006473,1,11,0,0,80,0.8,0,0,1,0,0,7706.2,0,0,0,0,0,134,0,0,0,SIN,PREPAGO,-1,50,6,5,-1,20,6,430,-1,-1,607,578,-1,2,2,33,1
2006777,1,11,0,0,75,0.5,1,0,2,8945,1,10154.95,0,0,0,8,1,167,0,0,0,VER,PREPAGO,-1,65,5,5,-1,21,5,421,-1,-1,600,605,-1,3,3,43,3
2006834,1,11,0,4,60,0.785714286,9,0,9,127110,5,5836.52,3,0,0,4,0,94,0,0,0,SON,PREPAGO,-1,38,5,5,-1,19,5,395,4,-1,546,601,-1,3,2,65,1
2006948,1,10,1,0,40,0.625,4,0,9,6972,1,17997.7,2,1,0,5,0,208,0,0,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2006986,1,11,1,0,60,0.272727273,2,0,9,24516,1,5836.52,3,0,0,10,0,254,0,0,0,AGS,PREPAGO,-1,31,2,3,-1,21,2,390,-1,-1,556,575,-1,2,2,-2,1
2007043,1,11,0,0,60,0.411764706,2,0,9,0,1,6512.56,0,0,0,4,0,86,0,0,0,ZAC,PREPAGO,-1,68,4,5,-1,21,4,461,9,-1,600,620,-1,3,2,43,1
2007081,1,10,0,0,57,0.083333333,1,0,9,1685,1,3266.84,0,1,0,49,0,230,0,0,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2007309,1,1,0,-1,70,-1,-1,-1,-1,-1,-1,6333.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,AGS,PREPAGO,-1,27,5,3,-1,21,5,346,-1,-1,584,583,-1,2,2,50,1
2007537,1,10,1,0,74,0.285714286,6,2,9,25875,1,4570.09,2,0,0,7,0,183,0,0,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2007575,1,11,0,0,53,0.6,3,1,9,32880,1,5897.7,1,0,0,3,0,129,0,0,0,NL,PREPAGO,-1,57,5,5,-1,20,5,393,5,-1,594,644,-1,3,2,63,1
2007632,1,11,1,0,61,0.333333333,4,1,9,70913,1,14823.42,0,1,0,3,1,192,0,0,0,GTO,PREPAGO,-1,15,6,5,-1,21,6,389,3,-1,550,558,-1,2,2,57,1
2007670,1,10,0,0,73,0.333333333,1,0,1,0,1,4802.24,0,0,0,5,0,112,0,0,0,JAL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2008126,1,10,0,0,63,0.4,4,1,1,0,2,26111.8,0,0,0,1,0,86,0,0,0,JAL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2008259,1,11,0,0,54,0.181818182,3,0,9,135335,1,13412.8,1,0,0,1,0,148,0,0,0,TAB,PREPAGO,-1,65,4,5,-1,17,4,540,5,-1,598,608,-1,2,1,34,3
2008278,1,11,0,0,50,0.461538462,8,1,4,212722,1,13000,0,1,0,6,0,192,0,0,0,COA,MIXTO,1,83,-1,6,-1,20,11,524,8,-1,656,665,-1,3,3,-2,3
2008943,1,11,0,1,64,0.108695652,3,0,1,19690,2,6239.56,0,0,0,39,0,136,0,0,0,NL,PREPAGO,-1,15,5,2,-1,21,5,407,1,-1,556,565,-1,2,2,65,1
2009095,1,11,0,0,67,0.230769231,3,1,2,0,1,3237.74,0,1,0,7,0,169,0,0,0,PUE,PREPAGO,-1,41,5,5,-1,21,5,387,-1,-1,568,586,-1,3,2,55,1
2009342,1,11,0,0,50,0.5,3,0,9,0,1,10950,0,3,0,0,0,92,0,0,0,EM,MIXTO,1,64,-1,5,-1,20,7,535,4,-1,618,664,-1,2,2,-2,3
2009703,1,11,0,0,47,0.142857143,1,0,1,31887,1,4985.71,0,0,0,16,0,165,0,0,0,GTO,PREPAGO,-1,67,7,6,-1,19,7,448,4,-1,573,609,-1,3,3,73,3
2009817,1,10,0,0,52,0.25,3,2,7,27643,1,3233.66,1,0,0,51,0,190,0,0,0,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2009988,1,11,1,0,53,0.413793103,1,0,9,477606,1,15388.43,7,3,0,17,0,222,0,0,1,PUE,PREPAGO,-1,65,2,4,-1,20,2,408,-1,-1,588,601,-1,3,2,-2,3
2010121,1,1,0,-1,63,-1,-1,-1,-1,-1,-1,5136.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,SON,PREPAGO,-1,39,4,4,-1,22,4,385,4,-1,557,572,-1,3,2,40,1
2010292,1,11,0,0,70,0.513513514,7,0,1,52640,2,12623.3,0,0,0,9,0,79,0,0,0,GTO,POSPAGO,1,59,-1,3,-1,20,6,418,5,-1,635,644,-1,2,1,-3,1
2010425,1,11,0,0,62,0.523809524,3,0,9,7022,2,5176.69,1,0,0,3,0,209,0,0,0,EM,PREPAGO,-1,56,4,4,-1,19,4,411,4,-1,570,614,-1,2,2,36,3
2010653,1,11,0,0,60,0.666666667,11,4,1,42100,1,6266.09,0,0,0,1,0,95,0,0,0,NL,MIXTO,1,25,3,6,-1,20,11,508,-1,-1,581,639,-1,3,3,-2,1
2010900,1,11,0,0,65,0.125,2,0,0,7616,1,5015.22,0,0,0,10,0,96,0,0,0,QRO,PREPAGO,-1,21,6,3,-1,20,6,419,1,-1,554,573,-1,2,2,59,1
2010938,1,11,0,0,56,0.363636364,9,0,5,23901,1,9989.42,2,1,1,3,0,51,0,0,0,CHI,PREPAGO,-1,12,7,6,-1,23,7,383,-1,-1,552,573,-1,3,3,33,1
2011014,1,11,0,1,70,0.222222222,3,0,9,6777,2,12679.31,1,0,0,12,1,323,0,0,0,VER,PREPAGO,-1,38,6,6,-1,19,6,449,-1,-1,554,598,-1,3,3,58,3
2011109,1,11,0,1,61,0.3125,7,0,9,157337,2,15992.56,1,0,0,12,0,60,0,0,0,MOR,PREPAGO,-1,50,2,3,-1,19,2,382,3,-1,569,588,-1,2,0,-2,3
2011166,1,11,0,0,43,0.25,1,0,5,0,1,2863.31,0,0,0,1,0,189,0,0,0,VER,PREPAGO,-1,22,5,5,-1,20,5,382,-1,-1,560,577,-1,3,2,43,3
2011204,1,10,0,0,48,0.111111111,4,0,9,12624,1,3471,2,2,0,26,0,201,0,0,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2011489,1,1,0,-1,60,-1,-1,-1,-1,-1,-1,27628.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,BCS,PREPAGO,-1,53,8,5,-1,19,9,373,5,-1,577,622,-1,3,2,54,1
2011546,1,10,1,2,62,0.15,7,0,7,87913,3,29084.8,1,0,0,14,0,210,0,0,0,CDMX,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2011660,1,1,1,-1,47,-1,-1,-1,-1,-1,-1,26885.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QRO,MIXTO,1,57,-1,6,-1,20,7,585,4,-1,555,640,-1,3,3,-2,1
2011964,1,11,0,0,72,0.285714286,1,0,9,162993,1,3161.87,4,4,0,20,0,120,0,0,0,PUE,PREPAGO,-1,83,8,6,-1,22,9,388,6,-1,629,655,-1,3,3,59,3
2012230,1,11,0,0,66,0.137931035,1,0,1,34400,1,44032.66,0,0,0,8,0,277,0,0,0,BCN,POSPAGO,1,93,-1,5,-1,20,11,457,9,-1,668,694,-1,3,2,-3,1
2012249,1,0,0,-1,62,-1,-1,-1,-1,-1,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2012534,1,11,0,1,65,0.333333333,12,0,9,282946,2,12904,2,2,0,22,0,147,0,0,1,CHI,PREPAGO,-1,38,5,4,-1,20,5,317,4,-1,567,610,-1,3,2,49,3
2012762,1,10,0,0,70,0.3125,1,0,9,110252,1,7362.49,1,0,0,12,1,262,0,0,0,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
