Solicitud_id,Aprobado,Hit_Buro_Huella,Malo,Num_IQ_U3M_PL_Financieras,Edad_cliente,Porcentaje_cuentas_abiertas,Num_IQ_U3M,Num_IQ_U3M_TDC_Banco,MaxMOP_U3M,Saldo_actual_prest_personales,Num_IQ_U3M_Prest_personales,Ingreso_Bruto,Número_ctas_atraso_prest_personales_U3M,Número_ctas_atraso_TdC_U3M,Ctas_ab_U18M_TDC_Banco,Num_ctas_prest_pers,Flag_prest_nómina,Meses_cta_más_antig,Flag_fraude_prest_nomina,Flag_fraude_hipotecario,Flag_quebranto_prest_personal,Entidad_federativa,Tipo_suscripcion,Status,Antigüedad_uso_linea_celular,Gasto_mensual_telefonia,Actividad_usuario,Cambio_SIM_U3M,Variable_37,Gasto_ultimos_60_días,Score_FPD,Rango_dispositivo,Adopcion_tecno,Score_incumplimiento,Tasa_contactacion,Calidad_telefonica,Score_contabilidad_entrante,Score_contabilidad_saliente,Disciplina_tech,Cluster_sucursales
2575219,1,11,0,-2,69,0.571428571,4,-2,9,16218,1,344.36,1,-2,-2,5,-2,5,-2,-2,0,VER,PREPAGO,1,61,6,5,0,19,6,416,4,6,566,609,740,3,3,70,3
2575257,1,11,0,-2,63,0.166666667,10,-2,9,14378,1,28864.8,1,1,-2,5,-2,6,0,-2,-2,SLP,PREPAGO,1,74,6,6,0,22,6,441,-1,-1,601,631,789,3,3,47,1
2575295,1,11,0,-2,55,0.454545455,4,2,9,60626,1,3415.9,2,-2,-2,8,-2,6,0,-2,0,NL,MIXTO,1,70,-1,5,0,20,9,478,-1,-1,617,673,747,2,2,-2,1
2575352,1,10,0,-2,61,0.5,1,-2,9,97051,1,8739.35,2,1,0,7,-2,4,-2,-2,0,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2575580,1,11,0,-2,57,0.52631579,1,-2,2,105852,1,6392.93,2,-2,-2,14,1,2,0,-2,0,HGO,PREPAGO,1,69,-1,2,0,20,-1,394,-1,-1,582,559,737,2,0,-2,3
2575808,1,0,0,-1,78,-1,-1,-1,-1,-1,-1,29072.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,CHI,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2575979,1,11,0,-2,62,0.076923077,1,-2,3,134307,1,3935.09,8,0,1,21,-2,6,0,-2,-2,CHI,PREPAGO,1,5,3,2,0,22,3,226,1,7,551,506,637,2,1,-2,3
2576226,1,11,0,-2,70,0.4,3,1,1,-2,1,3561.29,0,0,1,1,-2,3,0,-2,-2,SON,MIXTO,1,39,-1,6,0,20,7,415,4,5,577,635,768,3,3,-2,3
2576530,1,0,0,-1,63,-1,-1,-1,-1,-1,-1,31481.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,HGO,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2576720,1,10,0,-2,60,0.24137931,4,-2,9,-2,1,14710.54,0,1,-2,10,-2,17,-2,0,0,CDMX,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2576815,1,11,0,2,60,0.191780822,10,-2,2,527655,3,26356.2,1,0,0,58,-2,1,-2,0,0,SLP,POSPAGO,1,80,-1,5,0,20,10,424,8,6,645,709,823,3,2,-3,1
2576929,1,11,0,-2,68,0.192307692,14,4,9,38128,1,15492,1,0,1,5,-2,4,-2,-2,-2,CDMX,POSPAGO,1,84,-1,6,0,20,10,560,8,7,660,639,835,3,2,-3,3
2577043,1,10,1,-2,60,0,3,1,0,-2,1,6348.88,-2,-2,-2,-2,-2,383,-2,0,-2,SON,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2577119,1,11,0,-2,67,0.307692308,2,-2,9,28071,1,11355.4,2,0,0,9,-2,17,0,-2,0,CDMX,PREPAGO,1,49,5,3,0,20,5,489,4,5,607,620,737,3,1,87,3
2577366,1,10,0,1,64,0.5,9,-2,1,327962,2,33345.2,0,0,0,9,-2,2,0,-2,0,CDMX,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2577499,1,11,0,1,61,0.117647059,3,-2,9,-2,2,6266.09,-2,-2,-2,-2,-2,43,-2,-2,-2,COL,PREPAGO,1,63,5,4,0,22,5,383,-1,-1,568,610,724,3,3,55,3
2577556,1,11,1,1,64,0.411764706,6,-2,9,116475,2,21744.5,0,1,0,4,1,4,0,-2,0,EM,PREPAGO,1,2,2,1,0,21,2,328,4,7,525,471,592,1,0,-2,3
2577613,1,10,0,-2,48,0.25,2,1,9,11207,1,3016.29,1,-2,-2,11,1,41,0,-2,0,MOR,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2577651,1,11,1,1,60,0.272727273,12,3,1,50692,3,6000,0,0,3,7,-2,3,-2,-2,0,COA,PREPAGO,1,65,7,6,0,16,7,542,-1,-1,581,626,746,3,3,42,-1
2577765,1,11,0,-2,38,0.153846154,5,-2,2,-2,2,6347,0,0,1,5,-2,4,0,-2,-2,COA,PREPAGO,1,52,5,5,0,18,5,474,5,6,600,616,746,2,2,60,1
2577784,1,11,0,-2,57,0.078125,1,-2,9,69476,1,5252.87,2,-2,-2,54,-2,3,-2,-2,0,GRO,PREPAGO,1,8,4,2,0,23,4,332,-1,-1,559,559,655,2,2,75,1
2577860,1,10,1,-2,55,0.5,7,-2,5,-2,1,4150.54,0,0,1,2,-2,2,-2,-2,-2,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2577879,1,10,0,1,54,0.188679245,10,2,9,84273,4,7303.24,5,2,0,40,-2,4,0,-2,0,MOR,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2577898,1,11,1,-2,50,0.285714286,4,-2,9,27491,1,4150.54,2,-2,-2,4,-2,18,-2,-2,0,CHI,PREPAGO,1,40,5,5,1,21,5,312,4,4,547,600,731,3,2,54,3
2577955,1,10,1,-2,60,0.615384615,3,-2,9,360063,1,13196.8,6,-2,-2,10,1,54,-2,-2,1,CHS,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2578164,1,11,0,2,57,0.351351351,10,1,9,1097137,3,33839.05,6,1,-2,21,1,10,-2,0,0,NL,PREPAGO,1,21,4,5,0,20,4,428,5,5,580,623,734,3,2,47,1
2578221,1,10,0,1,60,0.3125,5,-2,9,108573,2,8267.4,2,1,0,14,-2,1,-2,-2,0,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2578297,1,1,0,-1,64,-1,-1,-1,-1,-1,-1,28506.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,TAM,PREPAGO,1,63,5,6,0,20,5,458,5,4,604,651,768,3,3,53,1
2578335,1,11,0,2,67,0.571428571,9,1,9,-2,3,20259.4,0,0,0,1,-2,25,0,-2,-2,SIN,PREPAGO,1,92,5,6,0,20,5,457,8,8,669,647,817,3,3,85,3
2578354,1,10,1,-2,81,0,-2,-2,0,-2,-2,11974.3,-2,-2,-2,-2,-2,84,0,-2,-2,MOR,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2578373,1,10,0,-2,50,0.283018868,4,-2,1,117321,1,23001.83,0,0,3,9,-2,2,0,0,0,PUE,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2578620,1,10,0,-2,63,0.5,1,-2,5,8007,-2,7370.8,1,2,-2,1,1,4,0,-2,0,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2578810,1,10,0,-2,50,0.206896552,1,-2,1,47550,1,18242.69,0,0,0,9,-2,12,0,0,0,MICH,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2579304,1,10,1,1,60,0.333333333,5,-2,9,25082,2,15836.5,1,1,-2,6,-2,5,0,0,-2,SON,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2579437,1,11,0,-2,64,0.170731707,8,2,9,55141,1,6266.09,0,0,1,24,-2,4,-2,-2,0,SLP,PREPAGO,1,68,8,5,1,22,8,450,-1,-1,571,614,772,3,2,43,1
2579570,1,11,0,-2,62,0.184210526,4,-2,2,21007,1,10130.51,2,0,-2,11,-2,5,-2,-2,1,COA,PREPAGO,1,43,4,4,0,22,4,404,-1,-1,588,568,734,2,2,22,1
2579627,1,10,0,1,67,0.121212121,6,1,2,106689,3,38465.05,0,1,0,83,1,2,0,0,-2,SLP,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2579646,1,11,0,-2,61,0.181818182,2,-2,4,49984,1,5836.73,0,0,0,25,-2,10,-2,0,0,GTO,PREPAGO,1,37,6,6,1,17,6,379,3,3,542,598,707,2,2,41,3
2579760,1,11,1,-2,42,0.163265306,12,1,9,70417,1,5301.01,0,4,-2,38,1,3,0,-2,0,COA,PREPAGO,1,71,7,7,0,18,7,457,6,7,571,626,804,4,3,57,1
2579836,1,0,0,-1,77,-1,-1,-1,-1,-1,-1,9864,-1,-1,-1,-1,-1,-1,-1,-1,-1,SON,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2579893,1,11,0,-2,77,0.24137931,2,-2,2,71520,1,3183.39,3,0,0,10,-2,3,0,-2,0,SON,MIXTO,1,71,-1,4,0,20,7,496,4,7,611,645,765,3,3,-2,3
2579912,1,1,1,-1,60,-1,-1,-1,-1,-1,-1,5836.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,YUC,PREPAGO,1,16,3,5,0,18,3,429,7,5,557,578,734,3,3,-2,1
2580083,1,11,0,-2,64,0.25,3,1,1,3967,1,4684.08,0,0,-2,9,-2,34,0,-2,0,AGS,PREPAGO,1,60,5,5,0,20,5,420,5,7,581,573,739,2,2,68,1
2580102,1,1,0,-1,61,-1,-1,-1,-1,-1,-1,27804.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,YUC,PREPAGO,1,60,7,6,0,21,7,448,3,6,545,602,788,3,3,49,1
2580140,1,11,0,-2,60,0.222222222,4,-2,9,35968,1,7978.44,0,0,1,7,-2,5,0,0,-2,NL,PREPAGO,1,46,6,5,0,20,6,462,5,6,605,631,767,3,3,87,1
2580178,1,11,0,3,72,0.206896552,9,1,9,85727,4,12330.4,1,1,0,19,-2,2,0,-2,0,JAL,PREPAGO,1,90,6,4,0,20,6,387,3,5,608,638,782,2,3,100,3
2580311,1,11,1,-2,48,0.528571429,13,3,9,178950,1,16222.95,5,1,-2,21,1,3,0,0,0,BCN,PREPAGO,1,46,6,5,1,16,6,458,6,5,567,598,747,3,2,66,1
2580330,1,11,1,-2,52,0.136363636,6,-2,0,-2,1,7179.43,0,-2,-2,8,-2,28,-2,-2,0,COA,PREPAGO,1,37,8,6,0,19,9,468,6,8,577,597,730,3,3,45,3
2580824,1,11,0,-2,71,0.150442478,5,1,2,32215,2,6346.64,0,0,0,56,-2,3,-2,0,0,NAY,MIXTO,1,74,-1,5,0,20,7,381,4,5,606,632,777,3,3,-2,1
2580843,1,11,0,-2,60,0.090909091,1,-2,1,-2,1,12670.05,0,0,-2,9,-2,26,-2,0,0,NL,PREPAGO,1,65,5,5,0,18,5,416,5,7,578,599,733,3,2,58,1
2580976,1,11,0,-2,62,0.5,1,-2,9,-2,1,3424,0,-2,-2,1,-2,31,-2,-2,0,COA,PREPAGO,1,43,5,5,2,20,5,395,3,5,568,601,759,3,2,55,3
2581261,1,1,0,-1,81,-1,-1,-1,-1,-1,-1,3279.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,NL,PREPAGO,1,40,3,2,0,18,3,332,1,7,576,555,709,1,2,24,1
2581717,1,11,0,4,58,0.28125,10,-2,9,341796,5,22568.8,2,1,0,16,-2,2,-2,-2,1,CHS,MIXTO,1,51,-1,5,0,20,7,538,4,6,599,644,789,3,3,-2,3
2581736,1,1,1,-1,82,-1,-1,-1,-1,-1,-1,6619.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,VER,PREPAGO,1,40,6,5,0,19,6,372,-1,-1,576,610,764,4,3,60,3
2581755,1,10,0,-2,60,0.142857143,2,-2,1,969,1,4784.14,0,-2,-2,12,-2,8,-2,0,0,COA,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2581850,1,10,0,-2,29,0.166666667,6,-2,9,9591,1,15242.8,1,-2,-2,18,-2,37,-2,-2,0,GTO,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2581964,1,10,0,-2,59,0.153846154,1,-2,5,6547,1,7295.81,2,0,1,3,-2,4,-2,-2,0,CHI,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2582192,1,11,0,1,74,0,4,-2,9,8331,2,3183.39,1,0,-2,17,-2,76,-2,-2,0,OAX,PREPAGO,1,40,5,3,0,22,5,423,1,5,567,619,716,3,2,71,3
2582382,1,11,0,-2,61,0.357142857,4,1,9,111450,1,3865.6,5,0,-2,21,-2,5,-2,0,0,YUC,PREPAGO,1,92,6,5,0,21,6,529,6,7,611,616,805,2,2,64,1
2582458,1,10,0,-2,64,0.476190476,13,1,1,74627,1,13443.1,0,0,2,8,1,4,-2,-2,0,CDMX,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2582629,1,1,1,-1,60,-1,-1,-1,-1,-1,-1,5883.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,BCN,PREPAGO,1,12,4,5,0,24,4,396,-1,-1,550,563,709,3,3,-2,1
2582686,1,11,0,-2,72,0.229166667,3,-2,1,153499,1,5620.53,0,0,0,25,-2,3,0,-2,-2,BCN,PREPAGO,1,71,4,2,0,20,4,377,5,9,518,631,736,3,2,43,1
2582724,1,11,0,-2,65,0.5,4,-2,1,-2,1,11662.33,0,-2,-2,1,-2,2,-2,0,-2,JAL,POSPAGO,1,68,-1,5,0,20,10,521,4,8,593,592,781,3,2,-3,1
2582781,1,11,0,-2,68,0.185185185,5,1,9,7554,1,6025.28,1,0,0,21,-2,8,-2,0,0,COA,PREPAGO,1,39,6,3,0,20,6,387,-1,-1,575,588,719,3,2,73,3
2582819,1,11,0,-2,44,0.666666667,2,-2,1,-2,1,15506.42,-2,0,0,-2,-2,51,-2,0,-2,NL,PREPAGO,1,27,-1,3,0,20,-1,324,4,5,584,527,707,1,0,-2,1
2582857,1,11,0,-2,63,0.107142857,1,-2,9,-2,1,7174.53,-2,2,0,-2,-2,26,-2,-2,-2,CHI,POSPAGO,1,68,-1,5,0,20,8,368,-1,-1,598,644,787,3,2,-3,1
2583161,1,10,0,1,51,0.173076923,6,-2,9,129203,2,9180.68,4,1,-2,35,1,13,0,-2,0,SIN,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2583180,1,11,0,-2,54,0.2,4,-2,9,63555,1,2884.55,3,0,-2,7,-2,10,0,0,0,JAL,PREPAGO,0,34,-1,-1,0,20,-1,189,4,9,542,267,632,0,0,-2,1
2583199,1,11,0,-2,68,0.127272727,-2,-2,9,-2,-2,26071.94,-2,1,0,-2,-2,37,0,-2,-2,PUE,POSPAGO,1,70,-1,5,0,20,8,422,5,6,614,684,815,3,3,-3,3
2583256,1,10,0,-2,77,0.6,2,-2,1,-2,1,4146.39,-2,-2,-2,-2,-2,3,0,-2,-2,HGO,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2583351,1,11,0,-2,60,0.352941177,9,-2,9,21494,4,5836.52,0,0,0,11,-2,16,-2,-2,-2,GRO,PREPAGO,1,60,6,5,0,19,6,397,4,3,552,615,765,3,3,53,1
2583427,1,11,0,1,62,0.269230769,10,2,9,121584,2,8040.85,3,0,-2,36,1,2,-2,-2,1,NL,PREPAGO,1,6,2,3,0,21,2,347,5,7,560,513,657,2,2,-2,1
2583446,1,11,0,-2,60,0.413793103,7,1,9,135071,1,10877.16,1,0,-2,10,1,4,-2,0,0,ZAC,PREPAGO,1,65,4,6,0,20,4,437,4,5,577,617,764,3,2,56,3
2583465,1,0,0,-1,64,-1,-1,-1,-1,-1,-1,30517.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2583503,1,11,1,-2,35,0.833333333,5,-2,9,50537,2,2885,2,-2,-2,4,-2,24,0,0,0,NL,PREPAGO,1,42,5,4,0,18,5,383,7,5,586,562,734,2,1,65,1
2583522,1,11,0,-2,64,0.107142857,4,-2,7,40735,1,71136.55,1,0,0,12,-2,10,0,0,0,CDMX,POSPAGO,1,78,-1,6,0,20,9,596,8,7,652,641,832,3,3,-3,3
2583541,1,10,0,-2,64,0.391304348,3,-2,9,4886,2,3309.73,0,1,0,7,-2,3,0,-2,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2583598,1,10,0,-2,61,0.555555556,5,3,9,58552,1,8735.19,2,-2,-2,5,-2,6,0,-2,-2,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2583712,1,11,0,1,74,0.069444444,6,-2,4,57743,2,4976.62,0,0,-2,57,-2,2,-2,-2,0,GRO,PREPAGO,1,40,6,3,0,17,6,319,-1,-1,582,610,725,2,2,54,1
2583997,1,10,0,1,59,0.375,3,-2,2,-2,2,10339.96,0,1,1,1,-2,3,0,-2,-2,PUE,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2584073,1,11,0,-2,54,0.170731707,1,-2,9,26367,1,6756.83,6,1,-2,34,-2,16,0,-2,1,NL,PREPAGO,1,48,5,4,0,20,5,395,7,8,550,590,723,3,3,59,1
2584206,1,11,0,-2,73,0.153846154,1,-2,7,4901,1,2923.88,1,-2,-2,5,-2,35,-2,-2,0,CAM,PREPAGO,1,75,3,4,0,21,3,419,5,7,576,592,765,3,2,9,1
2584738,1,10,0,-2,76,0.2,1,-2,9,-2,1,3199.18,-2,-2,-2,-2,-2,33,-2,-2,-2,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2584833,1,11,0,-2,56,0.352941177,7,-2,9,-2,1,17000,0,1,0,7,-2,10,0,0,-2,DGO,PREPAGO,1,69,5,4,0,19,5,347,4,7,613,599,750,3,2,50,3
2584928,1,10,0,-2,42,0.272727273,1,-2,9,14988,1,25071.58,1,-2,-2,4,-2,4,0,-2,0,NL,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2584947,1,10,0,-2,63,0.166666667,1,-2,9,-2,1,3205.16,-2,0,0,-2,-2,90,-2,-2,-2,YUC,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2584966,1,10,0,1,65,0.333333333,4,-2,9,41023,2,4329.41,0,0,0,2,-2,6,0,-2,-2,CAM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2585099,1,10,0,2,63,0.111111111,9,-2,1,510428,4,26053.27,0,0,0,85,-2,3,0,-2,0,SON,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2585175,1,11,1,1,52,0.130434783,3,-2,9,70331,2,14000,0,0,0,13,-2,5,-2,-2,0,EM,POSPAGO,1,66,-1,6,2,20,7,529,3,8,575,673,809,4,2,-3,3
2585194,1,11,0,-2,60,0.6,3,-2,2,14558,2,4085.76,1,1,0,1,-2,15,-2,0,-2,GTO,PREPAGO,1,50,-1,3,0,20,-1,327,4,7,567,483,720,1,0,-2,3
2585251,1,11,0,-2,58,0.375,5,-2,1,-2,1,8524.26,0,0,1,2,-2,2,0,-2,-2,CAM,PREPAGO,1,41,4,4,0,18,4,532,5,7,577,558,767,2,2,50,1
2585327,1,0,0,-1,60,-1,-1,-1,-1,-1,-1,18470.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,CDMX,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2585346,1,11,0,-2,79,0.25,1,-2,1,-2,1,14390.72,0,0,-2,3,-2,81,0,-2,-2,MICH,PREPAGO,1,63,3,4,0,20,3,380,6,8,592,605,780,3,1,35,3
2585384,1,11,0,-2,67,0.076923077,2,-2,0,-2,1,9637.07,-2,0,-2,-2,-2,153,-2,-2,-2,COA,PREPAGO,1,54,5,5,0,18,5,444,3,4,589,601,746,3,2,57,1
2585612,1,10,1,-2,59,1,4,1,9,30982,1,3769.53,2,1,1,2,-2,5,0,-2,0,TAM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2585764,1,11,0,-2,62,0.307692308,2,-2,9,-2,1,4607.09,1,1,0,6,-2,9,-2,-2,0,SIN,PREPAGO,1,27,5,6,0,22,5,457,4,6,551,574,732,3,2,61,1
2586068,1,11,0,-2,66,0.4,11,-2,4,8677,2,11098.07,1,0,1,3,-2,7,0,-2,0,ZAC,PREPAGO,1,60,6,6,0,20,6,489,4,3,617,641,790,3,3,-2,3
2586144,1,11,0,-2,58,0.444444444,3,-2,6,-2,1,7367.25,0,-2,-2,2,1,8,-2,0,-2,PUE,MIXTO,1,79,-1,5,0,20,7,453,5,7,601,643,776,3,3,-2,3
2586334,1,11,1,2,58,0.272727273,8,2,7,8768,4,12659.15,0,1,-2,9,-2,2,-2,0,-2,NL,PREPAGO,1,52,5,4,0,18,5,445,-1,-1,582,617,758,3,2,46,1
2586505,1,11,0,-2,52,0.061728395,13,-2,2,19535,2,8082.86,2,2,-2,25,-2,1,-2,0,0,VER,PREPAGO,1,73,5,6,0,20,5,429,5,6,585,624,781,3,3,74,3
2586581,1,11,1,-2,74,0.666666667,3,-2,9,162525,1,6763.05,9,0,1,14,-2,6,0,-2,0,VER,PREPAGO,1,34,8,6,0,18,8,408,5,6,556,583,751,3,3,56,3
2586695,1,10,0,-2,78,0,4,1,9,6450,1,7984,2,-2,-2,5,1,59,-2,-2,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2586733,1,10,1,-2,60,0.5,4,1,9,-2,1,10213.91,-2,0,0,-2,-2,16,0,-2,-2,SON,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2586904,1,11,0,-2,62,0.52631579,4,-2,9,-2,2,15233.02,0,1,0,2,1,2,-2,0,-2,COA,PREPAGO,1,65,5,5,0,18,5,372,5,6,579,610,735,3,2,57,3
2587227,1,11,0,-2,71,0.214285714,5,-2,1,12792,2,2978.78,0,0,2,3,-2,3,-2,-2,-2,CDMX,PREPAGO,1,47,8,4,0,24,8,488,5,6,637,605,747,2,2,87,3
2587398,1,11,1,-2,62,0.619047619,2,-2,9,-2,1,43555,0,7,0,4,-2,53,-2,-2,0,CDMX,POSPAGO,1,82,-1,7,0,20,10,554,8,6,608,690,836,4,3,-3,3
2587417,1,11,1,-2,42,0.571428571,2,-2,9,-2,1,21273.93,-2,1,0,-2,-2,4,-2,0,-2,PUE,PREPAGO,1,68,7,5,0,14,7,418,4,4,593,618,756,3,2,42,3
2587455,1,11,0,-2,49,0.411764706,4,-2,1,33536,1,8501.99,0,0,0,11,-2,3,-2,-2,-2,SON,PREPAGO,1,65,6,5,0,18,6,377,-1,-1,596,608,761,3,3,56,3
2587474,1,10,1,-2,60,0.666666667,7,3,2,362752,1,8574.9,1,0,-2,5,-2,1,-2,-2,0,EM,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2587626,1,11,1,-2,56,0.5,3,-2,9,133415,1,23947.58,1,0,-2,6,1,13,-2,-2,0,EM,POSPAGO,1,78,-1,6,1,20,10,506,8,7,640,681,831,3,2,-3,3
2587645,1,10,1,-2,57,0.305263158,6,2,9,798516,1,28096,6,0,-2,65,1,4,0,-2,1,VER,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2587702,1,10,1,-2,60,0,5,-2,0,-2,2,2105.98,0,0,0,1,-2,37,-2,-2,-2,SON,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2587949,1,11,1,1,55,0.307692308,3,-2,2,101209,2,18060.6,0,1,0,3,-2,5,0,0,0,EM,PREPAGO,1,83,6,5,0,20,6,529,8,6,650,629,787,3,3,81,3
2587968,1,10,0,1,63,0.666666667,5,-2,9,7789,2,8303.56,2,0,2,2,-2,3,-2,-2,-2,AGS,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2588196,1,11,0,-2,57,0.258064516,4,1,9,646011,1,25474.4,3,3,0,13,-2,20,0,-2,0,BCN,MIXTO,1,62,4,6,0,20,9,526,4,4,610,660,784,3,2,58,3
2588253,1,11,0,-2,74,0.019417476,1,-2,9,30020,1,5840.8,1,0,0,85,-2,32,0,-2,-2,SIN,PREPAGO,1,27,3,3,0,20,3,348,-1,-1,554,593,690,3,3,-2,3
2588386,1,1,1,-1,77,-1,-1,-1,-1,-1,-1,9277.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,CAM,PREPAGO,1,26,4,5,0,21,4,544,4,5,546,586,730,3,3,27,1
2588424,1,11,0,-2,65,0.233333333,1,-2,9,73275,1,10637.71,2,0,-2,10,-2,2,0,-2,0,COA,PREPAGO,1,22,3,4,0,20,3,406,-1,-1,579,575,718,2,2,64,1
2588633,1,11,0,-2,62,0.5,9,3,1,10300,1,4607.1,0,0,0,1,-2,6,-2,-2,-2,MICH,PREPAGO,1,37,8,6,0,21,8,418,-1,-1,538,577,745,3,3,46,3
2588652,1,10,0,-2,60,0.4,2,-2,0,-2,1,5304.85,-2,-2,-2,-2,-2,169,-2,-2,-2,CHI,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
2589051,1,11,0,-2,61,0.5,2,-2,9,148912,1,28734.47,1,-2,-2,5,-2,6,0,-2,-2,VER,PREPAGO,1,43,6,4,0,18,6,414,5,5,623,599,755,2,2,58,3
2589241,1,11,0,-2,67,0.1875,1,-2,2,19605,1,3561.29,0,0,-2,8,-2,8,0,-2,0,CDMX,PREPAGO,1,36,6,4,0,20,6,475,4,4,559,616,745,3,3,65,3
2589298,1,11,0,-2,71,0.118644068,4,-2,2,-2,2,4146.39,0,0,-2,32,-2,6,-2,-2,-2,PUE,PREPAGO,1,15,2,3,0,19,2,290,2,6,529,376,672,0,0,-2,3
2589393,1,11,0,-2,60,0.142857143,6,1,7,3633,1,12209.68,1,0,0,3,-2,25,0,0,-2,COL,PREPAGO,1,69,6,4,0,19,6,286,-1,-1,584,619,735,3,3,79,3
2589412,1,11,0,-2,59,1,2,-2,0,-2,1,2921.23,-2,-2,-2,-2,-2,0,-2,-2,-2,CHI,PREPAGO,1,83,6,5,0,19,6,435,5,4,601,622,766,3,2,62,3
