solicitud_id,aprobado,hit_buro_huella,malo,num_iq_u3m_pl_financieras,edad_cliente,porcentaje_cuentas_abiertas,num_iq_u3m,num_iq_u3m_tdc_banco,maxmop_u3m,saldo_actual_prest_personales,num_iq_u3m_prest_personales,ingreso_bruto,numero_ctas_atraso_prest_personales_u3m,numero_ctas_atraso_tdc_u3m,ctas_ab_u18m_tdc_banco,num_ctas_prest_pers,flag_prest_nomina,meses_cta_mas_antig,flag_fraude_prest_nomina,flag_fraude_hipotecario,flag_quebranto_prest_personal,entidad_federativa,tipo_suscripcion,footprint_status,footprint_antiguedad_uso_linea_celular,footprint_gasto_mensual_telefonia,footprint_actividad_usuario,footprint_cambio_sim_u3m,footprint_variable_37,footprint_gasto_ultimos_60_dias,footprint_score_fpd,footprint_rango_dispositivo,footprint_adopcion_tecno,footprint_score_incumplimiento,footprint_tasa_contactacion,footprint_calidad_telefonica,footprint_score_contactabilidad_entrante,footprint_score_contactabilidad_saliente,footprint_disciplina_tech,footprint_cluster_sucursales,region
1993059.0,1,11,0,0,61,0.3,1,0,2,900,1,5136.25,1,1,0,6,0,127,0,0,0,AGS,PREPAGO,-1,68,7,6,-1,20,7,358,5,-1,596,625,-1,3,3,87,1,Occidente
1993154.0,1,11,0,0,67,0.333333333,1,0,9,0,1,3473.37,0,0,0,2,0,70,0,0,0,EM,PREPAGO,-1,50,7,4,-1,20,7,430,5,-1,573,588,-1,3,2,39,1,
1993230.0,1,11,0,0,68,0.073170732,3,0,1,120542,1,29084.8,0,0,1,50,1,199,0,0,0,MOR,PREPAGO,-1,69,-1,2,-1,20,0,376,-1,-1,596,524,-1,1,0,-2,3,Centro
1993287.0,1,11,1,0,67,0.75,1,0,9,20856,1,4644.71,0,0,0,3,0,194,0,0,0,GTO,PREPAGO,-1,2,2,-1,-1,21,2,253,3,-1,528,293,-1,0,0,-2,1,Centro
1993439.0,1,11,0,1,64,0.147286822,7,0,9,1157657,2,29084.8,5,2,0,75,0,185,0,0,1,MOR,PREPAGO,-1,67,6,4,-1,17,6,510,-1,-1,567,617,-1,2,2,40,3,Centro
1993477.0,1,11,0,0,54,0.714285714,1,0,7,0,1,4295.7,0,0,0,0,0,316,0,0,0,NL,PREPAGO,-1,41,9,6,-1,11,11,408,-1,-1,578,626,-1,3,3,46,1,Noreste
1993534.0,1,11,1,4,63,0.3125,12,0,9,302875,5,26851.5,1,0,0,23,1,238,0,0,0,EM,PREPAGO,-1,40,5,5,-1,14,5,492,-1,-1,600,631,-1,2,2,57,3,
1993572.0,1,11,0,0,77,0.5,6,0,2,414671,1,27880.42,1,0,0,2,0,53,0,0,0,EM,PREPAGO,-1,79,6,5,-1,20,6,433,5,-1,657,638,-1,3,3,-2,1,
1993724.0,1,11,1,1,47,0.7,8,2,2,39124,2,6882.63,0,1,1,6,1,125,0,0,0,VER,PREPAGO,-1,44,3,4,-1,19,3,470,5,-1,578,599,-1,3,1,40,3,Noreste
1994123.0,1,11,0,0,72,0.351351351,1,0,7,251364,1,5877.08,1,0,0,18,0,136,0,0,0,COA,PREPAGO,-1,64,6,5,-1,21,6,438,5,-1,633,621,-1,3,2,65,1,Noreste
1994142.0,1,11,0,0,63,0.454545455,4,1,9,0,1,15318.75,0,1,0,0,0,240,0,0,0,TAM,MIXTO,1,77,-1,6,-1,20,7,433,6,-1,612,676,-1,3,3,-2,1,Noreste
1994199.0,1,11,0,1,73,1.0,3,0,1,0,2,3411.66,0,0,0,0,0,114,0,0,0,CDMX,PREPAGO,-1,53,6,3,-1,17,6,390,6,-1,589,611,-1,2,2,58,3,Centro
1994636.0,1,11,0,0,68,0.375,3,2,1,0,1,4622.63,0,0,0,2,0,243,0,0,0,JAL,PREPAGO,-1,66,6,5,-1,22,6,308,-1,-1,591,626,-1,3,3,58,3,Occidente
1994864.0,1,11,0,0,67,0.094339623,6,0,9,171984,1,5804.8,3,0,0,21,0,194,0,0,0,ZAC,PREPAGO,-1,20,3,4,-1,21,3,441,4,-1,536,579,-1,3,2,33,1,Occidente
1995491.0,1,11,0,1,67,1.0,3,0,9,0,2,2066.62,0,0,0,0,0,41,0,0,0,CHI,PREPAGO,-1,75,7,5,-1,21,7,487,-1,-1,591,605,-1,3,3,71,3,
1995738.0,1,11,1,2,35,0.428571429,18,0,1,118053,4,4607.07,0,0,1,4,0,121,0,0,0,CHS,PREPAGO,-1,34,5,5,-1,20,5,501,5,-1,534,597,-1,3,3,44,3,Noroeste
1995928.0,1,11,0,0,62,0.117647059,5,0,7,6752,2,4146.39,1,0,0,9,0,113,0,0,0,VER,PREPAGO,-1,63,6,3,-1,20,6,314,1,-1,564,611,-1,3,3,50,3,Noreste
1996080.0,1,11,0,0,56,0.625,3,0,9,21450,1,29037.4,2,1,0,29,0,231,0,0,0,OAX,MIXTO,1,80,-1,6,-1,20,7,508,5,-1,588,636,-1,3,3,-2,1,Sur-Sureste
1996194.0,1,11,0,0,62,0.151515152,3,1,9,152584,1,4386.45,0,0,0,24,0,161,0,0,0,CHI,PREPAGO,-1,44,4,5,-1,20,4,346,4,-1,548,599,-1,3,3,46,3,
1996232.0,1,11,0,0,58,0.666666667,7,0,9,377239,1,14100.0,1,3,0,5,0,198,0,0,0,DGO,MIXTO,1,36,-1,6,-1,20,9,412,4,-1,573,658,-1,3,3,-2,3,Centro
1996536.0,1,11,0,0,42,0.333333333,4,1,9,36695,1,6000.0,0,1,0,1,0,229,0,0,0,CHI,PREPAGO,-1,33,6,5,-1,20,6,396,-1,-1,556,595,-1,3,3,59,1,
1996555.0,1,11,0,0,61,0.571428571,1,0,9,394129,1,28334.4,0,0,0,6,0,264,0,0,0,BCS,PREPAGO,-1,48,2,3,-1,21,2,445,3,-1,561,580,-1,2,2,28,1,Noroeste
1996631.0,1,11,0,1,62,0.333333333,4,0,9,10176,2,4607.09,2,0,0,8,0,80,0,0,0,VER,PREPAGO,-1,63,6,5,-1,20,6,395,4,-1,572,610,-1,3,2,72,3,Noreste
1997543.0,1,11,0,0,60,0.074626866,6,2,9,35227,2,4466.44,1,0,0,29,1,263,0,0,0,CHI,PREPAGO,-1,37,-1,-1,-1,20,0,247,-1,-1,555,511,-1,0,0,-2,3,
1997714.0,1,11,0,1,46,0.333333333,7,1,1,48600,2,3950.91,0,0,0,2,0,233,0,0,0,JAL,PREPAGO,-1,42,8,6,-1,22,10,342,4,-1,543,599,-1,3,3,43,3,Occidente
1997923.0,1,11,0,0,80,0.285714286,1,0,9,10034,0,5719.2,1,0,0,9,0,86,0,0,0,QRO,PREPAGO,-1,15,2,2,-1,19,2,359,2,-1,544,494,-1,1,1,-2,1,Centro
1998018.0,1,11,0,0,74,0.555555556,3,0,1,0,1,3947.77,0,0,0,2,1,76,0,0,0,CDMX,POSPAGO,1,75,-1,5,-1,20,10,494,5,-1,627,676,-1,3,3,-3,3,Centro
1998075.0,1,11,0,2,56,0.194444444,7,1,9,48991,3,2545.81,1,0,0,28,0,110,0,0,0,CHI,PREPAGO,-1,62,5,5,-1,20,5,350,4,-1,591,607,-1,3,2,43,3,
1998208.0,1,11,0,0,63,0.0,2,0,9,15061,1,19659.52,0,1,0,16,0,80,0,0,0,NL,PREPAGO,-1,64,5,4,-1,24,5,413,4,-1,602,608,-1,3,3,33,1,Noreste
1998531.0,1,11,0,1,60,0.225806452,6,1,9,73577,2,5136.26,5,0,0,41,0,260,0,0,1,NL,PREPAGO,-1,41,5,4,-1,21,5,361,-1,-1,567,591,-1,3,3,47,1,Noreste
1998816.0,1,11,0,0,62,0.5,1,0,9,12299,1,4160.21,2,1,0,5,0,361,0,0,0,CHI,PREPAGO,-1,64,2,3,-1,19,2,387,3,-1,581,595,-1,3,2,64,3,
1999443.0,1,11,0,0,79,0.333333333,0,0,2,10768,0,3758.17,1,0,0,3,0,24,0,0,0,SON,MIXTO,1,42,-1,4,-1,20,7,423,4,-1,581,628,-1,3,2,-2,1,Noroeste
1999500.0,1,11,0,1,68,0.084745763,6,0,9,319359,2,3444.36,5,0,0,88,0,216,0,0,1,GRO,PREPAGO,-1,53,6,5,-1,20,6,441,-1,-1,449,600,-1,3,3,40,1,
1999785.0,1,11,1,0,62,0.636363636,15,1,9,200361,1,6522.17,1,0,0,3,1,239,0,0,0,EM,PREPAGO,-1,44,7,6,-1,22,7,510,9,-1,581,641,-1,3,3,50,3,
2000298.0,1,11,0,0,72,0.055555556,1,0,1,0,1,11941.55,0,0,0,8,0,198,0,0,0,SIN,PREPAGO,-1,50,-1,2,-1,20,0,407,4,-1,567,614,-1,2,0,-2,1,Noroeste
2000336.0,1,11,0,1,59,0.16,7,0,7,79313,2,6673.39,2,0,0,24,0,157,0,0,0,MICH,PREPAGO,-1,71,6,5,-1,20,6,374,5,-1,611,642,-1,3,3,90,3,Occidente
2000488.0,1,11,1,3,46,0.647058824,48,5,6,90546,6,4719.81,7,1,1,11,0,106,0,0,0,JAL,PREPAGO,-1,78,4,4,-1,23,4,473,-1,-1,602,617,-1,3,3,25,3,Occidente
2000735.0,1,11,0,0,65,0.0,4,0,0,0,1,9003.1,0,0,0,2,0,185,0,0,0,MICH,PREPAGO,-1,58,6,5,-1,20,6,498,-1,-1,597,618,-1,3,3,90,1,Occidente
2000963.0,1,11,0,0,60,0.142857143,1,0,1,0,1,15030.1,0,0,0,1,0,232,0,0,0,CAM,POSPAGO,1,75,-1,6,-1,20,9,564,9,-1,667,688,-1,3,3,-3,1,Sur-Sureste
2001020.0,1,11,0,0,71,0.25,1,0,1,0,1,3181.45,0,0,1,2,0,115,0,0,0,EM,PREPAGO,-1,30,5,6,-1,22,5,426,4,-1,563,584,-1,3,3,56,3,
2001267.0,1,11,0,0,59,0.264705882,2,0,9,534172,1,28538.5,3,2,0,27,0,249,0,0,0,NL,PREPAGO,-1,37,7,5,-1,21,7,388,1,-1,505,607,-1,3,3,51,1,Noreste
2001324.0,1,11,0,0,63,0.259259259,1,0,1,88027,1,4521.59,0,0,0,18,0,185,0,0,0,COA,PREPAGO,-1,68,6,5,-1,21,6,419,3,-1,562,591,-1,2,3,59,1,Noreste
2001362.0,1,11,0,0,42,0.333333333,1,0,9,301598,1,11240.5,2,0,0,6,0,133,0,0,0,CHI,PREPAGO,-1,5,2,3,-1,21,2,251,3,-1,556,553,-1,2,2,-2,3,
2001457.0,1,11,1,3,44,0.318181818,10,0,9,23809,4,5535.68,0,0,0,12,0,141,0,0,0,NL,PREPAGO,-1,25,3,4,-1,22,3,387,3,-1,561,550,-1,2,3,21,1,Noreste
2001628.0,1,11,0,0,60,0.166666667,2,0,9,17448,1,13109.7,1,0,0,10,0,222,0,0,0,OAX,PREPAGO,-1,65,8,6,-1,21,8,403,5,-1,588,614,-1,3,2,48,1,Sur-Sureste
2002084.0,1,11,0,1,54,0.461538462,9,2,3,50553,2,9001.93,0,0,1,3,0,202,0,0,0,JAL,PREPAGO,-1,70,6,5,-1,19,6,468,8,-1,610,622,-1,3,3,41,3,Occidente
2002122.0,1,11,0,2,62,0.414634146,9,0,9,466914,3,26937.4,0,0,0,19,0,320,0,0,0,COA,POSPAGO,1,88,-1,5,-1,20,11,762,9,-1,623,672,-1,3,3,-3,1,Noreste
2002236.0,1,11,0,0,64,0.2,1,0,1,0,1,3205.16,0,0,0,0,0,124,0,0,0,OAX,PREPAGO,-1,83,-1,2,-1,20,0,241,-1,-1,606,546,-1,2,0,-2,3,Sur-Sureste
2002483.0,1,11,1,0,55,0.12,4,0,7,101053,1,23432.8,3,0,0,19,1,241,0,0,1,CDMX,MIXTO,1,30,-1,6,-1,20,7,556,7,-1,630,646,-1,3,2,-2,3,Centro
2002863.0,1,11,0,0,48,0.625,1,0,9,0,1,3618.58,0,0,0,2,0,219,0,0,0,CHI,PREPAGO,-1,42,6,5,-1,21,6,376,-1,-1,575,607,-1,3,3,57,1,
2002882.0,1,11,0,0,68,0.363636364,1,0,9,58144,1,4138.44,1,0,0,4,0,112,0,0,0,SIN,PREPAGO,-1,34,-1,2,-1,20,0,362,4,-1,546,545,-1,2,0,-2,1,Noroeste
2002901.0,1,11,0,1,55,0.231884058,15,0,9,234696,2,16229.5,2,0,0,33,0,131,0,0,0,TAM,POSPAGO,1,89,-1,7,-1,20,11,470,5,-1,625,689,-1,4,3,-3,1,Noreste
2003395.0,1,11,1,0,68,0.157894737,1,0,2,12087,1,11654.5,2,0,0,10,0,132,0,0,0,SON,MIXTO,1,40,-1,4,-1,20,7,383,4,-1,570,642,-1,3,2,-2,1,Noroeste
2003794.0,1,11,0,0,63,1.0,3,2,0,0,1,2344.71,0,0,0,0,0,0,0,0,0,SON,PREPAGO,-1,64,4,3,-1,21,4,414,-1,-1,594,596,-1,3,2,61,3,Noroeste
2003927.0,1,11,0,0,61,0.0,1,0,1,0,1,22178.78,0,0,0,4,0,316,0,0,0,QRO,PREPAGO,-1,43,6,5,-1,20,6,473,4,-1,583,611,-1,3,3,89,3,Centro
2003984.0,1,11,0,0,58,0.5,7,1,9,0,1,25021.2,0,0,1,2,0,66,0,0,0,OAX,PREPAGO,-1,77,6,5,-1,20,6,488,5,-1,659,630,-1,3,1,29,3,Sur-Sureste
2004193.0,1,11,0,0,63,0.155555556,6,1,3,135649,1,10346.0,0,0,0,10,0,248,0,0,0,EM,PREPAGO,-1,42,5,5,-1,18,5,453,6,-1,595,614,-1,3,3,85,3,
2004668.0,1,11,0,0,57,0.5,1,0,9,0,1,17124.0,0,0,0,0,0,93,0,0,0,OAX,PREPAGO,-1,32,6,5,-1,20,6,480,6,-1,627,600,-1,2,2,87,3,Sur-Sureste
2004744.0,1,11,0,0,62,0.058823529,1,0,9,0,1,18403.6,0,1,0,0,0,188,0,0,0,VER,POSPAGO,1,82,-1,5,-1,20,7,446,5,-1,634,669,-1,3,3,-3,3,Noreste
2005105.0,1,11,0,1,52,0.204081633,6,0,7,117827,2,18795.4,5,0,1,34,0,187,0,0,0,PUE,PREPAGO,-1,73,6,5,-1,20,6,443,5,-1,595,633,-1,3,3,85,3,Centro
2005162.0,1,11,0,0,61,0.138888889,3,2,9,21393,1,4554.7,2,0,0,16,0,227,0,0,0,CHI,PREPAGO,-1,59,4,4,-1,17,4,349,5,-1,547,613,-1,3,1,54,1,
2005181.0,1,11,0,0,48,0.090909091,3,1,9,0,1,13441.22,0,1,0,0,0,192,0,0,0,GTO,PREPAGO,-1,10,4,4,-1,23,4,385,4,-1,552,551,-1,2,2,50,3,Centro
2005295.0,1,11,1,1,50,0.238095238,15,0,9,121088,2,2921.39,2,3,0,9,0,264,0,0,0,NL,PREPAGO,-1,51,9,5,-1,26,10,433,3,-1,528,622,-1,3,2,34,1,Noreste
2005447.0,1,11,0,0,54,0.444444444,2,0,9,142775,1,29090.04,0,0,0,1,0,342,0,0,0,SON,MIXTO,1,63,-1,3,-1,20,7,373,8,-1,628,651,-1,1,1,-2,1,Noroeste
2005580.0,1,11,0,1,68,0.086956522,3,0,3,46511,2,2764.39,0,2,2,9,0,188,0,0,0,EM,PREPAGO,-1,67,7,5,-1,20,7,390,4,-1,559,639,-1,3,2,63,3,
2005770.0,1,11,0,0,72,0.347826087,5,0,7,125898,1,9121.0,2,0,0,11,0,223,0,0,0,HGO,PREPAGO,-1,65,6,5,-1,20,6,545,5,-1,576,621,-1,3,2,79,1,Centro
2005789.0,1,11,0,0,66,0.428571429,1,0,9,21540,1,4171.71,0,1,0,4,0,56,0,0,0,EM,PREPAGO,-1,55,6,5,-1,20,6,450,3,-1,571,616,-1,3,3,56,3,
2006112.0,1,11,0,0,71,0.25,3,0,9,0,1,5186.1,0,0,0,0,0,72,0,0,0,GRO,PREPAGO,-1,80,6,6,-1,20,6,440,4,-1,574,626,-1,3,3,100,1,
2006473.0,1,11,0,0,80,0.8,0,0,1,0,0,7706.2,0,0,0,0,0,134,0,0,0,SIN,PREPAGO,-1,50,6,5,-1,20,6,430,-1,-1,607,578,-1,2,2,33,1,Noroeste
2006777.0,1,11,0,0,75,0.5,1,0,2,8945,1,10154.95,0,0,0,8,1,167,0,0,0,VER,PREPAGO,-1,65,5,5,-1,21,5,421,-1,-1,600,605,-1,3,3,43,3,Noreste
2006834.0,1,11,0,4,60,0.785714286,9,0,9,127110,5,5836.52,3,0,0,4,0,94,0,0,0,SON,PREPAGO,-1,38,5,5,-1,19,5,395,4,-1,546,601,-1,3,2,65,1,Noroeste
2006986.0,1,11,1,0,60,0.272727273,2,0,9,24516,1,5836.52,3,0,0,10,0,254,0,0,0,AGS,PREPAGO,-1,31,2,3,-1,21,2,390,-1,-1,556,575,-1,2,2,-2,1,Occidente
2007043.0,1,11,0,0,60,0.411764706,2,0,9,0,1,6512.56,0,0,0,4,0,86,0,0,0,ZAC,PREPAGO,-1,68,4,5,-1,21,4,461,9,-1,600,620,-1,3,2,43,1,Occidente
2007575.0,1,11,0,0,53,0.6,3,1,9,32880,1,5897.7,1,0,0,3,0,129,0,0,0,NL,PREPAGO,-1,57,5,5,-1,20,5,393,5,-1,594,644,-1,3,2,63,1,Noreste
2007632.0,1,11,1,0,61,0.333333333,4,1,9,70913,1,14823.42,0,1,0,3,1,192,0,0,0,GTO,PREPAGO,-1,15,6,5,-1,21,6,389,3,-1,550,558,-1,2,2,57,1,Centro
2008259.0,1,11,0,0,54,0.181818182,3,0,9,135335,1,13412.8,1,0,0,1,0,148,0,0,0,TAB,PREPAGO,-1,65,4,5,-1,17,4,540,5,-1,598,608,-1,2,1,34,3,Sur-Sureste
2008278.0,1,11,0,0,50,0.461538462,8,1,4,212722,1,13000.0,0,1,0,6,0,192,0,0,0,COA,MIXTO,1,83,-1,6,-1,20,11,524,8,-1,656,665,-1,3,3,-2,3,Noreste
2008943.0,1,11,0,1,64,0.108695652,3,0,1,19690,2,6239.56,0,0,0,39,0,136,0,0,0,NL,PREPAGO,-1,15,5,2,-1,21,5,407,1,-1,556,565,-1,2,2,65,1,Noreste
2009095.0,1,11,0,0,67,0.230769231,3,1,2,0,1,3237.74,0,1,0,7,0,169,0,0,0,PUE,PREPAGO,-1,41,5,5,-1,21,5,387,-1,-1,568,586,-1,3,2,55,1,Centro
2009342.0,1,11,0,0,50,0.5,3,0,9,0,1,10950.0,0,3,0,0,0,92,0,0,0,EM,MIXTO,1,64,-1,5,-1,20,7,535,4,-1,618,664,-1,2,2,-2,3,
2009703.0,1,11,0,0,47,0.142857143,1,0,1,31887,1,4985.71,0,0,0,16,0,165,0,0,0,GTO,PREPAGO,-1,67,7,6,-1,19,7,448,4,-1,573,609,-1,3,3,73,3,Centro
2009988.0,1,11,1,0,53,0.413793103,1,0,9,477606,1,15388.43,7,3,0,17,0,222,0,0,1,PUE,PREPAGO,-1,65,2,4,-1,20,2,408,-1,-1,588,601,-1,3,2,-2,3,Centro
2010292.0,1,11,0,0,70,0.513513514,7,0,1,52640,2,12623.3,0,0,0,9,0,79,0,0,0,GTO,POSPAGO,1,59,-1,3,-1,20,6,418,5,-1,635,644,-1,2,1,-3,1,Centro
2010425.0,1,11,0,0,62,0.523809524,3,0,9,7022,2,5176.69,1,0,0,3,0,209,0,0,0,EM,PREPAGO,-1,56,4,4,-1,19,4,411,4,-1,570,614,-1,2,2,36,3,
2010653.0,1,11,0,0,60,0.666666667,11,4,1,42100,1,6266.09,0,0,0,1,0,95,0,0,0,NL,MIXTO,1,25,3,6,-1,20,11,508,-1,-1,581,639,-1,3,3,-2,1,Noreste
2010900.0,1,11,0,0,65,0.125,2,0,0,7616,1,5015.22,0,0,0,10,0,96,0,0,0,QRO,PREPAGO,-1,21,6,3,-1,20,6,419,1,-1,554,573,-1,2,2,59,1,Centro
2010938.0,1,11,0,0,56,0.363636364,9,0,5,23901,1,9989.42,2,1,1,3,0,51,0,0,0,CHI,PREPAGO,-1,12,7,6,-1,23,7,383,-1,-1,552,573,-1,3,3,33,1,
2011014.0,1,11,0,1,70,0.222222222,3,0,9,6777,2,12679.31,1,0,0,12,1,323,0,0,0,VER,PREPAGO,-1,38,6,6,-1,19,6,449,-1,-1,554,598,-1,3,3,58,3,Noreste
2011109.0,1,11,0,1,61,0.3125,7,0,9,157337,2,15992.56,1,0,0,12,0,60,0,0,0,MOR,PREPAGO,-1,50,2,3,-1,19,2,382,3,-1,569,588,-1,2,0,-2,3,Centro
2011166.0,1,11,0,0,43,0.25,1,0,5,0,1,2863.31,0,0,0,1,0,189,0,0,0,VER,PREPAGO,-1,22,5,5,-1,20,5,382,-1,-1,560,577,-1,3,2,43,3,Noreste
2011964.0,1,11,0,0,72,0.285714286,1,0,9,162993,1,3161.87,4,4,0,20,0,120,0,0,0,PUE,PREPAGO,-1,83,8,6,-1,22,9,388,6,-1,629,655,-1,3,3,59,3,Centro
2012230.0,1,11,0,0,66,0.137931035,1,0,1,34400,1,32252.114999999998,0,0,0,8,0,277,0,0,0,BCN,POSPAGO,1,93,-1,5,-1,20,11,457,9,-1,668,694,-1,3,2,-3,1,
2012534.0,1,11,0,1,65,0.333333333,12,0,9,282946,2,12904.0,2,2,0,22,0,147,0,0,1,CHI,PREPAGO,-1,38,5,4,-1,20,5,317,4,-1,567,610,-1,3,2,49,3,
2013123.0,1,11,0,0,54,0.117647059,8,2,9,32832,1,3422.33,2,0,0,14,0,193,0,0,0,VER,PREPAGO,-1,31,3,5,-1,22,3,423,3,-1,555,581,-1,3,2,18,3,Noreste
2013180.0,1,11,0,0,52,0.25,13,0,9,16901,2,3208.37,2,0,0,3,0,70,0,0,1,TAM,PREPAGO,-1,36,5,5,-1,19,5,421,3,-1,544,597,-1,3,3,54,1,Noreste
2013237.0,1,11,0,0,60,0.5,3,0,9,21746,1,5836.52,1,0,0,1,0,161,0,0,1,JAL,PREPAGO,-1,34,6,5,-1,18,6,378,-1,-1,556,583,-1,3,2,52,3,Occidente
2013579.0,1,11,0,1,78,0.053333333,5,0,1,60488,3,22258.7,0,0,0,68,0,155,0,0,0,OAX,PREPAGO,-1,80,6,6,-1,19,6,438,4,-1,614,628,-1,3,4,60,1,Sur-Sureste
2013617.0,1,11,0,1,62,0.157894737,6,1,7,1659,3,2860.83,1,0,0,14,0,87,0,0,0,GTO,PREPAGO,-1,45,4,5,-1,22,4,450,4,-1,572,607,-1,3,3,43,3,Centro
2013636.0,1,11,0,0,79,0.0,4,0,0,0,1,3469.55,0,0,0,0,0,121,0,0,0,SON,PREPAGO,-1,89,-1,2,-1,20,0,377,-1,-1,621,547,-1,2,0,-2,1,Noroeste
2014149.0,1,11,0,0,41,0.285714286,5,1,9,85497,1,2684.93,1,1,0,21,0,103,0,0,0,MICH,PREPAGO,-1,55,6,5,-1,19,6,317,4,-1,547,591,-1,3,3,57,1,Occidente
2014491.0,1,11,0,1,67,0.555555556,4,0,9,21099,3,3184.37,4,0,0,8,0,76,0,0,0,VER,PREPAGO,-1,37,7,6,-1,20,7,413,5,-1,547,609,-1,3,3,52,3,Noreste
2015080.0,1,11,0,0,62,0.244444444,8,3,9,98418,1,7206.27,4,0,0,31,0,285,0,0,0,COA,PREPAGO,-1,15,7,4,-1,20,7,385,4,-1,543,581,-1,3,2,60,1,Noreste
2015460.0,1,11,1,1,60,0.357142857,3,0,9,17747,2,15406.82,2,1,0,12,0,246,0,0,0,SON,MIXTO,1,58,-1,5,-1,20,7,486,4,-1,567,653,-1,3,2,-2,1,Noroeste
2015764.0,1,11,0,0,63,0.333333333,1,0,7,0,1,3275.77,0,0,0,0,0,189,0,0,0,CHI,PREPAGO,-1,50,8,4,-1,21,8,253,4,-1,546,593,-1,3,3,53,3,
2015954.0,1,11,0,0,64,0.1,6,0,1,10270,1,2971.6,0,0,0,7,0,100,0,0,0,MICH,PREPAGO,-1,70,4,4,-1,18,4,332,4,-1,586,602,-1,3,2,63,1,Occidente
2016163.0,1,11,1,1,59,0.666666667,5,1,9,46473,2,8152.6,1,0,0,4,1,131,0,0,1,CHS,PREPAGO,-1,2,2,-1,-1,21,2,343,3,-1,528,284,-1,0,0,-2,3,Noroeste
2016315.0,1,11,1,1,46,0.285714286,12,3,1,16800,2,4006.13,0,0,0,5,0,237,0,0,0,BCN,PREPAGO,-1,45,7,5,-1,22,7,451,5,-1,582,613,-1,3,2,41,3,
2016904.0,1,11,0,0,74,0.625,4,0,9,0,1,7496.03,0,1,0,1,1,98,0,0,0,SIN,PREPAGO,-1,9,3,1,-1,22,3,295,4,-1,527,479,-1,1,1,-2,3,Noroeste
2017094.0,1,11,0,0,56,0.095238095,1,0,9,35332,1,5252.87,2,2,0,82,0,212,0,0,1,SON,PREPAGO,-1,49,6,6,-1,19,6,383,-1,-1,551,602,-1,3,3,63,3,Noroeste
2017246.0,1,11,0,1,67,0.086956522,3,0,3,279163,2,32252.114999999998,1,0,0,9,1,239,0,0,0,BCN,PREPAGO,-1,47,6,4,-1,17,6,375,3,-1,590,594,-1,3,2,52,3,
2017455.0,1,11,0,0,55,0.28125,7,1,9,237408,1,22053.98,4,0,0,22,1,286,0,0,1,SON,POSPAGO,1,72,-1,5,-1,20,10,472,5,-1,622,648,-1,3,2,-3,3,Noroeste
2017664.0,1,11,0,0,77,0.181818182,4,2,2,0,1,5186.1,0,0,0,1,0,119,0,0,0,VER,POSPAGO,1,29,-1,3,-1,20,8,291,3,-1,562,529,-1,1,0,-3,3,Noreste
2018006.0,1,11,1,0,61,0.5,2,0,9,11385,1,5136.25,1,0,0,6,0,83,0,0,1,COA,PREPAGO,-1,69,4,3,-1,18,4,468,-1,-1,593,585,-1,3,2,48,1,Noreste
2018101.0,1,11,0,1,53,0.080188679,11,0,9,209499,4,5836.5,3,4,0,158,1,201,0,0,0,GTO,PREPAGO,-1,68,6,5,-1,19,6,526,8,-1,631,621,-1,2,2,82,1,Centro
2018196.0,1,11,0,0,59,0.3,5,1,9,60275,1,5730.37,2,0,0,5,0,178,0,0,0,COA,PREPAGO,-1,9,2,4,-1,21,2,365,5,-1,554,566,-1,3,3,-2,1,Noreste
2018405.0,1,11,0,2,62,1.0,10,0,9,178018,4,4160.21,1,0,0,4,0,221,0,0,0,NL,PREPAGO,-1,12,3,1,-1,20,3,317,-1,-1,536,450,-1,1,0,-2,1,Noreste
2018424.0,1,11,0,0,74,0.150943396,3,1,2,42680,1,3201.88,1,0,0,26,0,179,0,0,0,MICH,PREPAGO,-1,56,4,5,-1,16,4,363,5,-1,586,620,-1,3,2,57,3,Occidente
2018443.0,1,11,0,0,53,0.275862069,8,1,4,43037,1,3417.25,0,1,0,4,0,238,0,0,0,JAL,PREPAGO,-1,67,7,5,-1,17,7,447,5,-1,588,655,-1,3,3,53,3,Occidente
2018462.0,1,11,0,0,49,0.0,4,0,0,0,1,2798.27,0,0,0,0,0,77,0,0,0,COA,PREPAGO,-1,63,4,5,-1,19,4,462,-1,-1,539,611,-1,3,3,58,1,Noreste
2018728.0,1,11,1,0,62,0.416666667,4,0,7,237742,1,4607.09,3,0,0,4,0,163,0,0,0,MOR,PREPAGO,-1,12,6,3,-1,22,6,401,-1,-1,556,580,-1,2,2,53,3,Centro
2019051.0,1,11,1,0,50,0.196721312,7,0,2,320099,2,7386.55,1,2,2,47,0,251,0,0,0,CHI,MIXTO,1,33,-1,5,-1,20,7,501,5,-1,533,647,-1,3,3,-2,1,
2019336.0,1,11,1,0,66,0.181818182,2,0,9,54957,1,2230.89,2,0,0,17,0,206,0,0,0,COA,PREPAGO,-1,52,5,5,-1,20,5,400,2,-1,556,602,-1,2,2,64,1,Noreste
2019545.0,1,11,0,0,61,0.916666667,5,0,9,138210,2,5136.25,2,0,0,7,0,61,0,0,0,VER,PREPAGO,-1,40,2,3,-1,19,2,510,5,-1,572,609,-1,2,2,45,3,Noreste
2019564.0,1,11,0,0,57,0.285714286,2,0,9,41970,1,14936.8,1,0,0,12,0,202,0,0,0,HGO,PREPAGO,-1,64,6,6,-1,20,6,482,5,-1,630,640,-1,3,3,71,1,Centro
